118	6	23	2015-02-12 21:18:02	2015-02-12 21:46:02
119	6	24	2015-02-12 21:46:02	2015-02-12 22:34:02
120	6	3	2015-02-12 22:34:02	2015-02-12 22:34:03
121	7	2	2015-02-13 14:00:00	2015-02-13 14:00:02
122	7	12	2015-02-13 14:00:02	2015-02-13 14:13:02
123	7	13	2015-02-13 14:13:02	2015-02-13 14:25:02
124	7	4	2015-02-13 14:25:02	2015-02-13 14:25:03
125	9	0	2015-02-15 21:00:00	2015-02-15 21:03:00
126	9	2	2015-02-15 21:03:00	2015-02-15 21:03:02
127	9	10	2015-02-15 21:03:02	2015-02-15 21:04:02
128	9	11	2015-02-15 21:04:02	2015-02-15 21:16:02
129	9	4	2015-02-15 21:16:02	2015-02-15 21:16:04
130	2	2	2015-02-17 21:00:00	2015-02-17 21:00:01
131	2	2	2015-02-17 21:00:00	2015-02-17 21:00:01
132	2	36	2015-02-17 21:00:01	2015-02-17 21:24:01
133	2	45	2015-02-17 21:00:01	2015-02-17 21:24:01
134	2	40	2015-02-17 21:24:01	2015-02-17 21:34:01
135	2	46	2015-02-17 21:24:01	2015-02-17 21:34:01
136	2	41	2015-02-17 21:34:01	2015-02-17 21:46:01
137	2	50	2015-02-17 21:34:01	2015-02-17 21:46:01
138	2	42	2015-02-17 21:46:01	2015-02-17 22:02:01
139	2	51	2015-02-17 21:46:01	2015-02-17 22:02:01
140	2	43	2015-02-17 22:02:01	2015-02-17 22:28:01
141	2	52	2015-02-17 22:02:01	2015-02-17 22:28:01
142	2	44	2015-02-17 22:28:01	2015-02-17 22:46:01
143	2	53	2015-02-17 22:28:01	2015-02-17 22:46:01
144	2	45	2015-02-17 22:46:01	2015-02-17 23:16:01
145	2	54	2015-02-17 22:46:01	2015-02-17 23:16:01
146	2	3	2015-02-17 23:16:01	2015-02-17 23:16:02
147	2	3	2015-02-17 23:16:01	2015-02-17 23:16:02
148	6	2	2015-02-19 14:00:00	2015-02-19 14:00:02
149	6	2	2015-02-19 14:00:00	2015-02-19 14:00:02
150	8	2	2015-02-19 14:00:00	2015-02-19 14:00:02
151	6	24	2015-02-19 14:00:02	2015-02-19 14:18:02
152	6	32	2015-02-19 14:00:02	2015-02-19 14:18:02
153	8	24	2015-02-19 14:00:02	2015-02-19 14:18:02
154	6	25	2015-02-19 14:18:02	2015-02-19 14:41:02
155	6	33	2015-02-19 14:18:02	2015-02-19 14:41:02
156	8	25	2015-02-19 14:18:02	2015-02-19 14:41:02
157	6	26	2015-02-19 14:41:02	2015-02-19 14:55:02
158	6	34	2015-02-19 14:41:02	2015-02-19 14:55:02
159	8	26	2015-02-19 14:41:02	2015-02-19 14:55:02
160	6	30	2015-02-19 14:55:02	2015-02-19 15:03:02
161	6	35	2015-02-19 14:55:02	2015-02-19 15:03:02
162	8	30	2015-02-19 14:55:02	2015-02-19 15:03:02
163	6	31	2015-02-19 15:03:02	2015-02-19 15:15:02
164	6	36	2015-02-19 15:03:02	2015-02-19 15:47:02
165	8	31	2015-02-19 15:03:02	2015-02-19 15:15:02
166	6	32	2015-02-19 15:15:02	2015-02-19 15:39:02
167	8	32	2015-02-19 15:15:02	2015-02-19 15:39:02
168	6	3	2015-02-19 15:39:02	2015-02-19 15:39:03
169	8	3	2015-02-19 15:39:02	2015-02-19 15:39:03
170	6	3	2015-02-19 15:47:02	2015-02-19 15:47:03
171	6	2	2015-02-20 19:00:00	2015-02-20 19:00:02
172	6	36	2015-02-20 19:00:02	2015-02-20 19:44:02
173	6	3	2015-02-20 19:44:02	2015-02-20 19:44:03
174	6	2	2015-02-21 19:00:00	2015-02-21 19:00:02
175	8	2	2015-02-21 19:00:00	2015-02-21 19:00:02
176	6	36	2015-02-21 19:00:02	2015-02-21 19:44:02
177	8	32	2015-02-21 19:00:02	2015-02-21 19:24:02
178	8	33	2015-02-21 19:24:02	2015-02-21 20:24:02
179	6	3	2015-02-21 19:44:02	2015-02-21 19:44:03
180	8	3	2015-02-21 20:24:02	2015-02-21 20:24:03
181	8	2	2015-02-22 21:00:00	2015-02-22 21:00:02
182	8	33	2015-02-22 21:00:02	2015-02-22 22:00:02
183	10	0	2015-02-22 22:00:00	2015-02-22 22:03:00
184	8	3	2015-02-22 22:00:02	2015-02-22 22:00:03
185	10	2	2015-02-22 22:03:00	2015-02-22 22:03:02
186	10	10	2015-02-22 22:03:02	2015-02-22 22:04:02
187	10	11	2015-02-22 22:04:02	2015-02-22 22:16:02
188	10	4	2015-02-22 22:16:02	2015-02-22 22:16:04
189	11	0	2015-03-01 13:00:00	2015-03-01 13:01:00
190	12	0	2015-03-01 13:00:00	2015-03-01 13:01:00
191	14	0	2015-03-01 13:00:00	2015-03-01 13:02:00
192	11	1	2015-03-01 13:01:00	2015-03-01 13:01:02
193	12	2	2015-03-01 13:01:00	2015-03-01 13:01:02
194	12	10	2015-03-01 13:01:02	2015-03-01 13:02:02
195	14	2	2015-03-01 13:02:00	2015-03-01 13:02:01
196	14	10	2015-03-01 13:02:01	2015-03-01 13:03:01
197	12	11	2015-03-01 13:02:02	2015-03-01 13:10:07
198	14	11	2015-03-01 13:03:01	2015-03-01 13:11:06
199	12	12	2015-03-01 13:10:07	2015-03-01 13:22:07
200	14	12	2015-03-01 13:11:06	2015-03-01 13:23:06
201	12	13	2015-03-01 13:22:07	2015-03-01 13:52:07
202	14	13	2015-03-01 13:23:06	2015-03-01 13:53:06
203	12	14	2015-03-01 13:52:07	2015-03-01 14:20:07
204	14	14	2015-03-01 13:53:06	2015-03-01 14:21:06
205	13	2	2015-03-01 14:00:00	2015-03-01 14:00:01
206	13	11	2015-03-01 14:00:01	2015-03-01 14:12:01
207	13	12	2015-03-01 14:12:01	2015-03-01 14:25:01
208	12	15	2015-03-01 14:20:07	2015-03-01 14:38:07
209	14	15	2015-03-01 14:21:06	2015-03-01 14:39:06
210	13	4	2015-03-01 14:25:01	2015-03-01 14:25:02
211	12	3	2015-03-01 14:38:07	2015-03-01 14:38:09
212	14	3	2015-03-01 14:39:06	2015-03-01 14:39:07
213	23	2	2015-03-01 19:00:00	2015-03-01 19:00:01
214	23	11	2015-03-01 19:00:01	2015-03-01 19:12:01
215	23	12	2015-03-01 19:12:01	2015-03-01 19:25:01
216	23	4	2015-03-01 19:25:01	2015-03-01 19:25:02
217	22	0	2015-03-01 20:00:00	2015-03-01 20:01:00
218	24	0	2015-03-01 20:00:00	2015-03-01 20:02:00
219	22	2	2015-03-01 20:01:00	2015-03-01 20:01:02
220	22	10	2015-03-01 20:01:02	2015-03-01 20:02:02
221	24	2	2015-03-01 20:02:00	2015-03-01 20:02:01
222	24	10	2015-03-01 20:02:01	2015-03-01 20:03:01
223	22	11	2015-03-01 20:02:02	2015-03-01 20:10:08
224	24	11	2015-03-01 20:03:01	2015-03-01 20:11:07
225	22	12	2015-03-01 20:10:08	2015-03-01 20:22:08
226	24	12	2015-03-01 20:11:07	2015-03-01 20:23:07
227	22	13	2015-03-01 20:22:08	2015-03-01 20:52:08
228	24	13	2015-03-01 20:23:07	2015-03-01 20:53:07
229	22	14	2015-03-01 20:52:08	2015-03-01 21:20:08
230	24	14	2015-03-01 20:53:07	2015-03-01 21:21:07
231	21	0	2015-03-01 21:00:00	2015-03-01 21:01:00
232	21	1	2015-03-01 21:01:00	2015-03-01 21:01:01
233	22	15	2015-03-01 21:20:08	2015-03-01 21:38:07
234	24	15	2015-03-01 21:21:07	2015-03-01 21:39:06
235	22	3	2015-03-01 21:38:07	2015-03-01 21:38:09
236	24	3	2015-03-01 21:39:06	2015-03-01 21:39:08
237	13	0	2015-03-02 13:00:00	2015-03-02 13:03:00
238	13	2	2015-03-02 13:03:00	2015-03-02 13:03:02
239	13	10	2015-03-02 13:03:02	2015-03-02 13:04:02
240	13	11	2015-03-02 13:04:02	2015-03-02 13:16:02
241	13	4	2015-03-02 13:16:02	2015-03-02 13:16:04
242	12	2	2015-03-02 14:00:00	2015-03-02 14:00:01
243	13	2	2015-03-02 14:00:00	2015-03-02 14:00:01
244	12	15	2015-03-02 14:00:01	2015-03-02 14:32:01
245	13	12	2015-03-02 14:00:01	2015-03-02 14:13:01
246	13	4	2015-03-02 14:13:01	2015-03-02 14:13:02
247	12	20	2015-03-02 14:32:01	2015-03-02 14:36:01
248	12	21	2015-03-02 14:36:01	2015-03-02 14:48:01
249	12	22	2015-03-02 14:48:01	2015-03-02 15:18:01
250	12	23	2015-03-02 15:18:01	2015-03-02 15:46:01
251	12	24	2015-03-02 15:46:01	2015-03-02 16:34:01
252	12	3	2015-03-02 16:34:01	2015-03-02 16:34:02
253	23	2	2015-03-02 19:00:00	2015-03-02 19:00:01
254	23	12	2015-03-02 19:00:01	2015-03-02 19:13:01
255	23	4	2015-03-02 19:13:01	2015-03-02 19:13:02
256	23	0	2015-03-02 20:00:00	2015-03-02 20:03:00
257	22	2	2015-03-02 20:00:00	2015-03-02 20:00:01
258	22	15	2015-03-02 20:00:01	2015-03-02 20:32:01
259	23	2	2015-03-02 20:03:00	2015-03-02 20:03:02
260	23	10	2015-03-02 20:03:02	2015-03-02 20:04:02
261	23	11	2015-03-02 20:04:02	2015-03-02 20:16:02
262	23	4	2015-03-02 20:16:02	2015-03-02 20:16:03
263	22	20	2015-03-02 20:32:01	2015-03-02 20:36:01
264	22	21	2015-03-02 20:36:01	2015-03-02 20:48:01
265	22	22	2015-03-02 20:48:01	2015-03-02 21:18:01
266	4	2	2015-03-02 21:00:00	2015-03-02 21:00:02
267	4	33	2015-03-02 21:00:02	2015-03-02 22:00:02
268	22	23	2015-03-02 21:18:01	2015-03-02 21:46:01
269	22	24	2015-03-02 21:46:01	2015-03-02 22:34:01
270	4	34	2015-03-02 22:00:02	2015-03-02 22:24:02
271	4	35	2015-03-02 22:24:02	2015-03-02 22:34:02
272	22	3	2015-03-02 22:34:01	2015-03-02 22:34:03
273	4	36	2015-03-02 22:34:02	2015-03-02 22:46:02
274	4	40	2015-03-02 22:46:02	2015-03-02 22:52:02
275	4	41	2015-03-02 22:52:02	2015-03-02 23:02:02
276	4	42	2015-03-02 23:02:02	2015-03-02 23:17:02
277	4	3	2015-03-02 23:17:02	2015-03-02 23:17:03
278	13	2	2015-03-03 14:00:00	2015-03-03 14:00:02
279	13	12	2015-03-03 14:00:02	2015-03-03 14:13:02
280	13	13	2015-03-03 14:13:02	2015-03-03 14:25:02
281	13	4	2015-03-03 14:25:02	2015-03-03 14:25:03
282	23	2	2015-03-03 19:00:00	2015-03-03 19:00:02
283	23	12	2015-03-03 19:00:02	2015-03-03 19:13:02
284	23	13	2015-03-03 19:13:02	2015-03-03 19:25:02
285	23	4	2015-03-03 19:25:02	2015-03-03 19:25:03
286	22	2	2015-03-09 18:00:00	2015-03-09 18:00:02
287	24	2	2015-03-09 18:00:00	2015-03-09 18:00:02
288	22	32	2015-03-09 18:00:02	2015-03-09 18:18:02
289	24	24	2015-03-09 18:00:02	2015-03-09 18:18:02
290	22	33	2015-03-09 18:18:02	2015-03-09 18:41:02
291	24	25	2015-03-09 18:18:02	2015-03-09 18:41:02
292	22	34	2015-03-09 18:41:02	2015-03-09 18:55:02
293	24	26	2015-03-09 18:41:02	2015-03-09 18:55:02
294	22	35	2015-03-09 18:55:02	2015-03-09 19:03:02
295	24	30	2015-03-09 18:55:02	2015-03-09 19:03:02
296	12	2	2015-03-09 19:00:00	2015-03-09 19:00:02
297	12	2	2015-03-09 19:00:00	2015-03-09 19:00:02
298	14	2	2015-03-09 19:00:00	2015-03-09 19:00:02
299	22	2	2015-03-09 19:00:00	2015-03-09 19:00:02
300	12	24	2015-03-09 19:00:02	2015-03-09 19:18:02
301	12	32	2015-03-09 19:00:02	2015-03-09 19:18:02
302	14	24	2015-03-09 19:00:02	2015-03-09 19:18:02
303	22	24	2015-03-09 19:00:02	2015-03-09 19:18:02
304	22	36	2015-03-09 19:03:02	2015-03-09 19:47:02
305	24	31	2015-03-09 19:03:02	2015-03-09 19:15:02
306	24	32	2015-03-09 19:15:02	2015-03-09 19:39:02
307	12	25	2015-03-09 19:18:02	2015-03-09 19:41:02
308	12	33	2015-03-09 19:18:02	2015-03-09 19:41:02
309	14	25	2015-03-09 19:18:02	2015-03-09 19:41:02
310	22	25	2015-03-09 19:18:02	2015-03-09 19:41:02
311	24	3	2015-03-09 19:39:02	2015-03-09 19:39:03
312	12	26	2015-03-09 19:41:02	2015-03-09 19:55:02
313	12	34	2015-03-09 19:41:02	2015-03-09 19:55:02
314	14	26	2015-03-09 19:41:02	2015-03-09 19:55:02
315	22	26	2015-03-09 19:41:02	2015-03-09 19:55:02
316	22	3	2015-03-09 19:47:02	2015-03-09 19:47:03
317	12	30	2015-03-09 19:55:02	2015-03-09 20:03:02
318	12	35	2015-03-09 19:55:02	2015-03-09 20:03:02
319	14	30	2015-03-09 19:55:02	2015-03-09 20:03:02
320	22	30	2015-03-09 19:55:02	2015-03-09 20:03:02
321	12	31	2015-03-09 20:03:02	2015-03-09 20:15:02
322	12	36	2015-03-09 20:03:02	2015-03-09 20:47:02
323	14	31	2015-03-09 20:03:02	2015-03-09 20:15:02
324	22	31	2015-03-09 20:03:02	2015-03-09 20:15:02
325	12	32	2015-03-09 20:15:02	2015-03-09 20:39:02
326	14	32	2015-03-09 20:15:02	2015-03-09 20:39:02
327	22	32	2015-03-09 20:15:02	2015-03-09 20:39:02
328	12	3	2015-03-09 20:39:02	2015-03-09 20:39:03
329	14	3	2015-03-09 20:39:02	2015-03-09 20:39:03
330	22	3	2015-03-09 20:39:02	2015-03-09 20:39:03
331	12	3	2015-03-09 20:47:02	2015-03-09 20:47:03
332	22	2	2015-03-10 18:00:00	2015-03-10 18:00:02
333	22	36	2015-03-10 18:00:02	2015-03-10 18:44:02
334	22	3	2015-03-10 18:44:02	2015-03-10 18:44:04
335	12	2	2015-03-10 19:00:00	2015-03-10 19:00:02
336	12	36	2015-03-10 19:00:02	2015-03-10 19:44:02
337	12	3	2015-03-10 19:44:02	2015-03-10 19:44:03
338	14	2	2015-03-11 18:00:00	2015-03-11 18:00:02
339	15	0	2015-03-11 18:00:00	2015-03-11 18:01:00
340	16	0	2015-03-11 18:00:00	2015-03-11 18:01:00
341	18	0	2015-03-11 18:00:00	2015-03-11 18:02:00
342	17	2	2015-03-11 18:00:00	2015-03-11 18:00:01
343	22	2	2015-03-11 18:00:00	2015-03-11 18:00:02
344	24	2	2015-03-11 18:00:00	2015-03-11 18:00:02
345	25	0	2015-03-11 18:00:00	2015-03-11 18:01:00
346	17	11	2015-03-11 18:00:01	2015-03-11 18:12:01
347	14	32	2015-03-11 18:00:02	2015-03-11 18:24:02
348	22	36	2015-03-11 18:00:02	2015-03-11 18:44:02
349	24	32	2015-03-11 18:00:02	2015-03-11 18:24:02
350	15	1	2015-03-11 18:01:00	2015-03-11 18:01:02
351	16	2	2015-03-11 18:01:00	2015-03-11 18:01:02
352	25	1	2015-03-11 18:01:00	2015-03-11 18:01:02
353	16	10	2015-03-11 18:01:02	2015-03-11 18:02:02
354	18	2	2015-03-11 18:02:00	2015-03-11 18:02:01
355	18	10	2015-03-11 18:02:01	2015-03-11 18:03:01
356	16	11	2015-03-11 18:02:02	2015-03-11 18:10:08
357	18	11	2015-03-11 18:03:01	2015-03-11 18:11:07
358	16	12	2015-03-11 18:10:08	2015-03-11 18:22:07
359	18	12	2015-03-11 18:11:07	2015-03-11 18:23:06
360	17	12	2015-03-11 18:12:01	2015-03-11 18:25:01
361	16	13	2015-03-11 18:22:07	2015-03-11 18:52:08
362	18	13	2015-03-11 18:23:06	2015-03-11 18:53:07
363	14	33	2015-03-11 18:24:02	2015-03-11 19:24:02
364	24	33	2015-03-11 18:24:02	2015-03-11 19:24:02
365	17	4	2015-03-11 18:25:01	2015-03-11 18:25:02
366	22	3	2015-03-11 18:44:02	2015-03-11 18:44:03
367	16	14	2015-03-11 18:52:08	2015-03-11 19:20:07
368	18	14	2015-03-11 18:53:07	2015-03-11 19:21:06
369	12	2	2015-03-11 19:00:00	2015-03-11 19:00:02
370	12	36	2015-03-11 19:00:02	2015-03-11 19:44:02
371	16	15	2015-03-11 19:20:07	2015-03-11 19:38:07
372	18	15	2015-03-11 19:21:06	2015-03-11 19:39:06
373	14	3	2015-03-11 19:24:02	2015-03-11 19:24:03
374	24	3	2015-03-11 19:24:02	2015-03-11 19:24:03
375	16	3	2015-03-11 19:38:07	2015-03-11 19:38:09
376	18	3	2015-03-11 19:39:06	2015-03-11 19:39:07
377	12	3	2015-03-11 19:44:02	2015-03-11 19:44:03
378	26	0	2015-03-11 20:00:00	2015-03-11 20:01:00
379	28	0	2015-03-11 20:00:00	2015-03-11 20:02:00
380	27	2	2015-03-11 20:00:00	2015-03-11 20:00:01
381	27	11	2015-03-11 20:00:01	2015-03-11 20:12:01
382	26	2	2015-03-11 20:01:00	2015-03-11 20:01:01
383	26	10	2015-03-11 20:01:01	2015-03-11 20:02:01
384	28	2	2015-03-11 20:02:00	2015-03-11 20:02:01
385	28	10	2015-03-11 20:02:01	2015-03-11 20:03:01
386	26	11	2015-03-11 20:02:01	2015-03-11 20:10:07
387	28	11	2015-03-11 20:03:01	2015-03-11 20:11:07
388	26	12	2015-03-11 20:10:07	2015-03-11 20:22:07
389	28	12	2015-03-11 20:11:07	2015-03-11 20:23:07
390	27	12	2015-03-11 20:12:01	2015-03-11 20:25:01
391	26	13	2015-03-11 20:22:07	2015-03-11 20:52:07
392	28	13	2015-03-11 20:23:07	2015-03-11 20:53:07
393	27	4	2015-03-11 20:25:01	2015-03-11 20:25:02
394	26	14	2015-03-11 20:52:07	2015-03-11 21:20:07
395	28	14	2015-03-11 20:53:07	2015-03-11 21:21:07
396	26	15	2015-03-11 21:20:07	2015-03-11 21:38:07
397	28	15	2015-03-11 21:21:07	2015-03-11 21:39:06
398	26	3	2015-03-11 21:38:07	2015-03-11 21:38:08
399	28	3	2015-03-11 21:39:06	2015-03-11 21:39:08
400	27	2	2015-03-12 17:00:00	2015-03-12 17:00:01
401	27	12	2015-03-12 17:00:01	2015-03-12 17:13:01
402	27	4	2015-03-12 17:13:01	2015-03-12 17:13:02
403	14	2	2015-03-12 18:00:00	2015-03-12 18:00:02
404	17	0	2015-03-12 18:00:00	2015-03-12 18:03:00
405	16	2	2015-03-12 18:00:00	2015-03-12 18:00:02
406	24	2	2015-03-12 18:00:00	2015-03-12 18:00:02
407	14	33	2015-03-12 18:00:02	2015-03-12 19:00:02
408	16	15	2015-03-12 18:00:02	2015-03-12 18:32:02
409	24	33	2015-03-12 18:00:02	2015-03-12 19:00:02
410	17	2	2015-03-12 18:03:00	2015-03-12 18:03:02
411	17	10	2015-03-12 18:03:02	2015-03-12 18:04:02
412	17	11	2015-03-12 18:04:02	2015-03-12 18:16:02
413	17	4	2015-03-12 18:16:02	2015-03-12 18:16:04
414	16	20	2015-03-12 18:32:02	2015-03-12 18:36:02
415	16	21	2015-03-12 18:36:02	2015-03-12 18:48:02
416	16	22	2015-03-12 18:48:02	2015-03-12 19:18:02
417	14	3	2015-03-12 19:00:02	2015-03-12 19:00:03
418	24	3	2015-03-12 19:00:02	2015-03-12 19:00:03
419	16	23	2015-03-12 19:18:02	2015-03-12 19:46:02
420	16	24	2015-03-12 19:46:02	2015-03-12 20:34:02
421	27	0	2015-03-12 20:00:00	2015-03-12 20:03:00
422	26	2	2015-03-12 20:00:00	2015-03-12 20:00:02
423	26	15	2015-03-12 20:00:02	2015-03-12 20:32:02
424	27	2	2015-03-12 20:03:00	2015-03-12 20:03:02
425	27	10	2015-03-12 20:03:02	2015-03-12 20:04:02
426	27	11	2015-03-12 20:04:02	2015-03-12 20:16:02
427	27	4	2015-03-12 20:16:02	2015-03-12 20:16:04
428	26	20	2015-03-12 20:32:02	2015-03-12 20:36:02
429	16	3	2015-03-12 20:34:02	2015-03-12 20:34:03
430	26	21	2015-03-12 20:36:02	2015-03-12 20:48:02
431	26	22	2015-03-12 20:48:02	2015-03-12 21:18:02
432	17	2	2015-03-12 21:00:00	2015-03-12 21:00:01
433	17	12	2015-03-12 21:00:01	2015-03-12 21:13:01
434	17	4	2015-03-12 21:13:01	2015-03-12 21:13:02
435	26	23	2015-03-12 21:18:02	2015-03-12 21:46:02
436	26	24	2015-03-12 21:46:02	2015-03-12 22:34:02
437	26	3	2015-03-12 22:34:02	2015-03-12 22:34:03
